population;site;sample_type;substrate;L;Z;structure;species;hybride_score
umba_bridge;umba_bridge;unsystematic;any;37.5;0.839506173;0.014;edulis;1
umba_bridge;umba_bridge;unsystematic;any;38.7;1;0.011;edulis;0
umba_bridge;umba_bridge;unsystematic;any;19.7;1.048780488;0.086;hybrid;1
umba_bridge;umba_bridge;unsystematic;any;32.6;0.535714286;0.011;edulis;0
umba_bridge;umba_bridge;unsystematic;any;26.9;0.896226415;0.019;edulis;2
umba_bridge;umba_bridge;unsystematic;any;31.5;0.72;0.011;edulis;0
umba_bridge;umba_bridge;unsystematic;any;26.6;0.727272727;0.01;edulis;0
umba_bridge;umba_bridge;unsystematic;any;40.6;1;0.011;edulis;0
umba_bridge;umba_bridge;unsystematic;any;25.2;1.04;0.011;edulis;0
umba_bridge;umba_bridge;unsystematic;any;30.2;1;0.012;edulis;0
umba_bridge;umba_bridge;unsystematic;any;31.7;1;0.022;edulis;0
umba_bridge;umba_bridge;unsystematic;any;35;1;0.011;edulis;0
umba_bridge;umba_bridge;unsystematic;any;25.9;1.036363636;0.011;edulis;0
umba_bridge;umba_bridge;unsystematic;any;28.4;0.9;0.011;edulis;0
umba_bridge;umba_bridge;unsystematic;any;32.2;0.872180451;0.01;edulis;0
umba_bridge;umba_bridge;unsystematic;any;30.8;1.037037037;0.042;edulis;1
umba_bridge;umba_bridge;unsystematic;any;29.2;1;0.011;edulis;0
umba_bridge;umba_bridge;unsystematic;any;33.8;1.038961039;0.042;edulis;1
umba_bridge;umba_bridge;unsystematic;any;21.5;1.119047619;0.014;edulis;1
umba_kamni;umba_kamni;unsystematic;any;25.7;1.033898305;0.01;edulis;0
umba_kamni;umba_kamni;unsystematic;any;22.5;1.071428571;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;28;1;0.01;edulis;0
umba_kamni;umba_kamni;unsystematic;any;22;1;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;28.3;1;0.012;edulis;0
umba_kamni;umba_kamni;unsystematic;any;23.2;1;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;17.8;1.024390244;0.18;hybrid;2
umba_kamni;umba_kamni;unsystematic;any;28;1;0.012;edulis;0
umba_kamni;umba_kamni;unsystematic;any;18.1;1;0.012;edulis;0
umba_kamni;umba_kamni;unsystematic;any;19.8;1;0.014;edulis;1
umba_kamni;umba_kamni;unsystematic;any;19.4;1;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;17.6;1;0.014;edulis;1
umba_kamni;umba_kamni;unsystematic;any;15.5;1;0.01;edulis;0
umba_kamni;umba_kamni;unsystematic;any;26.7;0.930232558;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;25.8;1;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;27.9;1;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;17.6;1;0.012;edulis;0
umba_kamni;umba_kamni;unsystematic;any;13.4;1.053571429;0.01;edulis;0
umba_kamni;umba_kamni;unsystematic;any;16;1;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;17.7;1;0.01;edulis;0
umba_kamni;umba_kamni;unsystematic;any;16.4;1;0.025;edulis;2
umba_kamni;umba_kamni;unsystematic;any;20.4;1;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;25.5;1;0.012;edulis;0
umba_kamni;umba_kamni;unsystematic;any;19.9;1;0.058;edulis;2
umba_kamni;umba_kamni;unsystematic;any;12.2;1;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;16.2;1;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;23;1;0.014;edulis;1
umba_kamni;umba_kamni;unsystematic;any;14.5;1;0.013;edulis;1
umba_kamni;umba_kamni;unsystematic;any;21.8;1;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;32.2;1;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;NA;NA;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;18.9;1;0.043;edulis;1
umba_kamni;umba_kamni;unsystematic;any;24;0.954545455;0.015;edulis;1
umba_kamni;umba_kamni;unsystematic;any;NA;NA;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;27.8;1;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;21.1;1;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;19.1;1.064102564;0.014;edulis;1
umba_kamni;umba_kamni;unsystematic;any;24.6;1.038461538;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;19.6;1;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;22.6;1;0.018;edulis;2
umba_kamni;umba_kamni;unsystematic;any;17.6;1.04;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;24.2;1;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;18.6;1;0.011;edulis;0
umba_kamni;umba_kamni;unsystematic;any;23.7;1.036363636;0.012;edulis;0
umba_kamni;umba_kamni;unsystematic;any;16.4;0.955882353;0.01;edulis;0
umba_06;umba_06;unsystematic;any;27.1;0.75;0.011;edulis;0
umba_06;umba_06;unsystematic;any;33.4;0.892857143;0.01;edulis;0
umba_06;umba_06;unsystematic;any;31.4;0.884615385;0.01;edulis;0
umba_06;umba_06;unsystematic;any;31.6;1;0.01;edulis;0
umba_06;umba_06;unsystematic;any;30.8;1;0.011;edulis;0
umba_06;umba_06;unsystematic;any;50.3;1;0.011;edulis;0
umba_06;umba_06;unsystematic;any;44.2;1;0.169;hybrid;2
umba_06;umba_06;unsystematic;any;44.2;NA;0.011;edulis;0
umba_06;umba_06;unsystematic;any;35;1;0.011;edulis;0
umba_06;umba_06;unsystematic;any;32.5;0.967741935;0.011;edulis;0
umba_06;umba_06;unsystematic;any;30.7;0.894308943;0.09;hybrid;3
umba_06;umba_06;unsystematic;any;33.3;1.034482759;0.011;edulis;0
umba_06;umba_06;unsystematic;any;31.9;0.966666667;0.011;edulis;0
umba_06;umba_06;unsystematic;any;47.6;0.95631068;0.015;edulis;1
umba_06;umba_06;unsystematic;any;43.5;1;0.012;edulis;0
umba_06;umba_06;unsystematic;any;38.7;0.790960452;0.014;edulis;1
umba_06;umba_06;unsystematic;any;39.8;1;0.165;hybrid;2
umba_06;umba_06;unsystematic;any;45.8;1;0.011;edulis;0
umba_06;umba_06;unsystematic;any;48.8;0.991189427;0.011;edulis;0
umba_06;umba_06;unsystematic;any;43.9;1;0.011;edulis;0
umba_06;umba_06;unsystematic;any;36.9;0.868421053;0.011;edulis;0
umba_06;umba_06;unsystematic;any;39.3;0.704142012;0.362;hybrid;3
umba_06;umba_06;unsystematic;any;32.4;0.8203125;0.014;edulis;1
umba_06;umba_06;unsystematic;any;37.2;0.895061728;0.011;edulis;0
umba_06;umba_06;unsystematic;any;15.3;NA;0.017;edulis;2
umba_06;umba_06;unsystematic;any;30.3;0.904;0.332;hybrid;4
umba_06;umba_06;unsystematic;any;35.3;0.943661972;0.01;edulis;0
umba_06;umba_06;unsystematic;any;35.7;0.816901408;0.019;edulis;2
umba_06;umba_06;unsystematic;any;NA;NA;0.011;edulis;0
umba_06;umba_06;unsystematic;any;28.5;NA;0.014;edulis;1
umba_06;umba_06;unsystematic;any;35.1;1;0.011;edulis;0
umba_06;umba_06;unsystematic;any;36.6;0.921052632;0.011;edulis;0
umba_06;umba_06;unsystematic;any;32.4;0.693430657;0.185;hybrid;2
padan;padan;unsystematic;any;25.4;1;0.017;edulis;2
padan;padan;unsystematic;any;27.9;1;0.041;edulis;1
padan;padan;unsystematic;any;27.8;0.881355932;0.014;edulis;1
padan;padan;unsystematic;any;NA;NA;0.014;edulis;1
padan;padan;unsystematic;any;NA;NA;0.011;edulis;0
padan;padan;unsystematic;any;NA;NA;0.011;edulis;0
padan;padan;unsystematic;any;17.3;NA;0.013;edulis;1
padan;padan;unsystematic;any;NA;NA;0.041;edulis;1
padan;padan;unsystematic;any;36.1;1;0.011;edulis;0
padan;padan;unsystematic;any;30.7;0.777777778;0.011;edulis;0
padan;padan;unsystematic;any;36.1;1.013071895;0.063;edulis;2
padan;padan;unsystematic;any;34.5;0.96350365;0.015;edulis;1
padan;padan;unsystematic;any;33.4;0.944444444;0.043;edulis;1
padan;padan;unsystematic;any;37.9;1;0.041;edulis;1
padan;padan;unsystematic;any;24.5;1;0.042;edulis;1
padan;padan;unsystematic;any;26.1;0.961904762;0.229;hybrid;2
padan;padan;unsystematic;any;27.4;1.048543689;0.01;edulis;0
padan;padan;unsystematic;any;18.8;1.052631579;0.011;edulis;0
padan;padan;unsystematic;any;21.4;1;0.246;hybrid;2
padan;padan;unsystematic;any;13.9;1;0.634;hybrid;5
padan;padan;unsystematic;any;37.2;1;0.011;edulis;0
padan;padan;unsystematic;any;35.2;0.915492958;0.01;edulis;0
padan;padan;unsystematic;any;37.3;1;0.06;edulis;2
padan;padan;unsystematic;any;36.8;1;0.011;edulis;0
padan;padan;unsystematic;any;26.8;0.85840708;0.042;edulis;1
padan;padan;unsystematic;any;20;1.038461538;0.011;edulis;0
padan;padan;unsystematic;any;19.2;0.96;0.01;edulis;0
padan;padan;unsystematic;any;39.5;1;0.085;hybrid;1
padan;padan;unsystematic;any;33.4;1;0.014;edulis;1
padan;padan;unsystematic;any;28.7;1;0.011;edulis;0
padan;padan;unsystematic;any;40.8;1;0.044;edulis;1
padan;padan;unsystematic;any;24.8;0.9;0.011;edulis;0
padan;padan;unsystematic;any;38.9;1;0.06;edulis;2
padan;padan;unsystematic;any;33.5;0.25;0.011;edulis;0
padan;padan;unsystematic;any;37.7;1;0.219;hybrid;2
padan;padan;unsystematic;any;30.9;1;0.011;edulis;0
porya;porya;unsystematic;any;12.3;0.901639344;0.011;edulis;0
porya;porya;unsystematic;any;16.8;0.76119403;0.063;edulis;2
porya;porya;unsystematic;any;17.6;0.984375;0.012;edulis;0
porya;porya;unsystematic;any;15.4;0.983606557;0.011;edulis;0
porya;porya;unsystematic;any;12.2;1;0.011;edulis;0
porya;porya;unsystematic;any;14.9;0;0.985;trossulus;7
porya;porya;unsystematic;any;14.9;1.016666667;0.011;edulis;0
porya;porya;unsystematic;any;17.2;0.802816901;0.99;trossulus;8
porya;porya;unsystematic;any;17.9;1.041666667;0.014;edulis;1
porya;porya;unsystematic;any;19;1;0.011;edulis;0
porya;porya;unsystematic;any;15.4;0.822580645;0.011;edulis;0
porya;porya;unsystematic;any;18.8;1.069444444;0.011;edulis;0
porya;porya;unsystematic;any;20.9;NA;0.011;edulis;0
porya;porya;unsystematic;any;18.4;NA;0.094;hybrid;3
porya;porya;unsystematic;any;24.4;0.697674419;0.735;hybrid;5
porya;porya;unsystematic;any;23.5;0.894736842;0.016;edulis;1
porya;porya;unsystematic;any;23.3;NA;0.011;edulis;0
porya;porya;unsystematic;any;26.2;1;0.011;edulis;0
porya;porya;unsystematic;any;22.8;0;0.911;trossulus;6
porya;porya;unsystematic;any;NA;NA;0.162;hybrid;2
porya;porya;unsystematic;any;25.3;NA;0.014;edulis;1
porya;porya;unsystematic;any;27.7;0.96;0.011;edulis;0
porya;porya;unsystematic;any;28.6;0;0.928;trossulus;6
porya;porya;unsystematic;any;26.6;1;0.042;edulis;1
porya;porya;unsystematic;any;29.2;1;0.014;edulis;1
porya;porya;unsystematic;any;25.1;1.01754386;0.012;edulis;0
porya;porya;unsystematic;any;29.9;1;0.011;edulis;0
porya;porya;unsystematic;any;28.2;1;0.011;edulis;0
porya;porya;unsystematic;any;32.3;1;0.014;edulis;1
porya;porya;unsystematic;any;33.4;0.852941176;0.011;edulis;0
porya;porya;unsystematic;any;30.2;1;0.01;edulis;0
porya;porya;unsystematic;any;37.9;0;0.517;hybrid;4
porya;porya;unsystematic;any;29.3;1.016;0.014;edulis;1
porya;porya;unsystematic;any;38.3;0.967391304;0.011;edulis;0
porya;porya;unsystematic;any;35.2;1;0.014;edulis;1
porya;porya;unsystematic;any;45.2;0.941176471;0.011;edulis;0
porya;porya;unsystematic;any;45.6;1;0.011;edulis;0
porya;porya;unsystematic;any;40.1;1;0.011;edulis;0
porya;porya;unsystematic;any;41.7;0.914798206;0.011;edulis;0
porya;porya;unsystematic;any;46.9;1;0.014;edulis;1
porya;porya;unsystematic;any;46.1;0.83935743;0.011;edulis;0
porya;porya;unsystematic;any;36.4;0.87755102;0.013;edulis;1
porya;porya;unsystematic;any;45;0.902325581;0.011;edulis;0
porya;porya;unsystematic;any;50;0.973063973;0.011;edulis;0
porya;porya;unsystematic;any;52.6;NA;0.086;hybrid;1
porya;porya;unsystematic;any;47.8;1;0.014;edulis;1
porya;porya;unsystematic;any;27.5;1.016666667;0.014;edulis;1
porya;porya;unsystematic;any;NA;1.014285714;0.011;edulis;0
berzakol;berzakol;unsystematic;any;12.4;0.923076923;0.013;edulis;1
berzakol;berzakol;unsystematic;any;13.1;1;0.043;edulis;1
berzakol;berzakol;unsystematic;any;18.3;1.0125;0.041;edulis;1
berzakol;berzakol;unsystematic;any;15.8;0.745454545;0.444;hybrid;4
berzakol;berzakol;unsystematic;any;16.1;0;0.905;hybrid;6
berzakol;berzakol;unsystematic;any;NA;1;0.012;edulis;0
berzakol;berzakol;unsystematic;any;22.1;0.947368421;0.014;edulis;1
berzakol;berzakol;unsystematic;any;17;1;0.013;edulis;1
berzakol;berzakol;unsystematic;any;19.5;1;0.011;edulis;0
berzakol;berzakol;unsystematic;any;17.9;1.0625;0.01;edulis;0
berzakol;berzakol;unsystematic;any;39;1;0.011;edulis;0
berzakol;berzakol;unsystematic;any;17;NA;0.011;edulis;0
berzakol;berzakol;unsystematic;any;19.2;0.944444444;0.011;edulis;0
berzakol;berzakol;unsystematic;any;18.3;1;0.011;edulis;0
berzakol;berzakol;unsystematic;any;17.2;1;0.041;edulis;1
berzakol;berzakol;unsystematic;any;13.3;1;0.011;edulis;0
berzakol;berzakol;unsystematic;any;17;0.492957746;0.383;hybrid;3
berzakol;berzakol;unsystematic;any;18.5;1.013513514;0.014;edulis;1
berzakol;berzakol;unsystematic;any;15.8;1.015873016;0.011;edulis;0
berzakol;berzakol;unsystematic;any;15;1.033333333;0.011;edulis;0
berzakol;berzakol;unsystematic;any;15.3;1;0.011;edulis;0
berzakol;berzakol;unsystematic;any;18;0.9875;0.158;hybrid;2
berzakol;berzakol;unsystematic;any;18.8;1.026666667;0.011;edulis;0
berzakol;berzakol;unsystematic;any;17;1.028571429;0.906;hybrid;6
berzakol;berzakol;unsystematic;any;20.5;0;0.99;trossulus;8
berzakol;berzakol;unsystematic;any;23.2;1;0.011;edulis;0
berzakol;berzakol;unsystematic;any;23;1;0.011;edulis;0
berzakol;berzakol;unsystematic;any;26.2;1;0.04;edulis;1
berzakol;berzakol;unsystematic;any;25.3;0.990566038;0.011;edulis;0
berzakol;berzakol;unsystematic;any;23.3;1;0.011;edulis;0
berzakol;berzakol;unsystematic;any;24;1.043478261;0.011;edulis;0
berzakol;berzakol;unsystematic;any;21.7;1.020408163;0.382;hybrid;3
berzakol;berzakol;unsystematic;any;25.4;1;0.011;edulis;0
berzakol;berzakol;unsystematic;any;34.1;0.958333333;0.042;edulis;1
berzakol;berzakol;unsystematic;any;37;0.956790123;0.01;edulis;0
berzakol;berzakol;unsystematic;any;34;1;0.011;edulis;0
berzakol;berzakol;unsystematic;any;28.1;1.00877193;0.011;edulis;0
berzakol;berzakol;unsystematic;any;27;1;0.011;edulis;0
berzakol;berzakol;unsystematic;any;30.1;1;0.012;edulis;0
berzakol;berzakol;unsystematic;any;27.7;1;0.011;edulis;0
berzakol;berzakol;unsystematic;any;28.1;1;0.085;hybrid;1
berzakol;berzakol;unsystematic;any;28.8;0;0.953;trossulus;6
berzakol;berzakol;unsystematic;any;27;1;0.013;edulis;1
berzakol;berzakol;unsystematic;any;25.2;0.93495935;0.012;edulis;0
berzakol;berzakol;unsystematic;any;26.7;1;0.013;edulis;1
berzakol;berzakol;unsystematic;any;25.8;0.968503937;0.154;hybrid;1
berzakol;berzakol;unsystematic;any;27;1.041666667;0.197;hybrid;2
berzakol;berzakol;unsystematic;any;28;0.888;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;27.8;0.64;0.014;edulis;1
luv_korg;luv_korg;unsystematic;any;25;0.875;0.041;edulis;1
luv_korg;luv_korg;unsystematic;any;21.3;0.72;0.365;hybrid;3
luv_korg;luv_korg;unsystematic;any;20.6;0.511111;0.141;hybrid;1
luv_korg;luv_korg;unsystematic;any;20.1;0.612245;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;20;1;0.014;edulis;1
luv_korg;luv_korg;unsystematic;any;16.2;0.68;0.043;edulis;1
luv_korg;luv_korg;unsystematic;any;19.9;1.02;0.1;hybrid;3
luv_korg;luv_korg;unsystematic;any;20.4;0.544444;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;26.1;0.816;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;16.4;0.728571;0.091;hybrid;3
luv_korg;luv_korg;unsystematic;any;15.8;0.692308;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;NA;NA;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;20.7;0.529412;0.013;edulis;0
luv_korg;luv_korg;unsystematic;any;22.3;0.7;0.041;edulis;1
luv_korg;luv_korg;unsystematic;any;24.3;0.840708;0.022;edulis;1
luv_korg;luv_korg;unsystematic;any;22.2;0.787037;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;NA;NA;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;16.2;0.72973;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;30.7;1;0.564;hybrid;4
luv_korg;luv_korg;unsystematic;any;12.2;0.5;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;14.6;0;0.989;trossulus;8
luv_korg;luv_korg;unsystematic;any;24.5;0.897436;0.062;edulis;2
luv_korg;luv_korg;unsystematic;any;25.2;0.964789;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;26.1;0.795082;0.018;edulis;2
luv_korg;luv_korg;unsystematic;any;27;0.777778;0.043;edulis;1
luv_korg;luv_korg;unsystematic;any;20.2;1;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;15.5;0.866667;0.01;edulis;0
luv_korg;luv_korg;unsystematic;any;18.1;0.75;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;17;0.733333;0.247;hybrid;3
luv_korg;luv_korg;unsystematic;any;15.7;0;0.976;trossulus;7
luv_korg;luv_korg;unsystematic;any;18.5;0.768293;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;17.8;0.9875;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;17.4;0.743243;0.016;edulis;1
luv_korg;luv_korg;unsystematic;any;26.9;0.962963;0.01;edulis;0
luv_korg;luv_korg;unsystematic;any;26.6;0.894309;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;34.7;0.925714;0.059;edulis;2
luv_korg;luv_korg;unsystematic;any;21.3;0.942308;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;17.4;0.9;0.01;edulis;0
luv_korg;luv_korg;unsystematic;any;18.6;0.768421;0.048;edulis;1
luv_korg;luv_korg;unsystematic;any;20.8;0.888889;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;16.1;0.681818;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;27.3;0.914286;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;27.1;0.661157;0.011;edulis;0
luv_korg;luv_korg;unsystematic;any;25.6;0.686957;0.013;edulis;1
luv_mat;luv_mat;unsystematic;any;30.3;1;0.011;edulis;0
luv_mat;luv_mat;unsystematic;any;24.3;0;0.239;hybrid;2
luv_mat;luv_mat;unsystematic;any;25.4;0.758929;0.011;edulis;0
luv_mat;luv_mat;unsystematic;any;14.6;0.45;0.061;edulis;2
luv_mat;luv_mat;unsystematic;any;25.4;0.653846;0.012;edulis;0
luv_mat;luv_mat;unsystematic;any;27.2;0.679104;0.04;edulis;1
luv_mat;luv_mat;unsystematic;any;25.7;0.788136;0.065;hybrid;2
luv_mat;luv_mat;unsystematic;any;27.4;0.559055;0.012;edulis;0
luv_mat;luv_mat;unsystematic;any;21.4;0.40566;0.042;edulis;1
luv_mat;luv_mat;unsystematic;any;21.7;0.544554;0.011;edulis;0
luv_mat;luv_mat;unsystematic;any;22;0.670213;0.011;edulis;0
luv_mat;luv_mat;unsystematic;any;14.8;0;0.99;trossulus;8
luv_mat;luv_mat;unsystematic;any;17.8;0.831169;0.043;edulis;1
luv_mat;luv_mat;unsystematic;any;23.3;0.7;0.064;hybrid;2
luv_mat;luv_mat;unsystematic;any;21;0.645161;0.053;edulis;1
luv_mat;luv_mat;unsystematic;any;30.6;0.928571;0.085;hybrid;1
luv_mat;luv_mat;unsystematic;any;21.6;0.82;0.086;hybrid;1
luv_mat;luv_mat;unsystematic;any;34.9;0;0.939;trossulus;7
luv_mat;luv_mat;unsystematic;any;22.2;0;0.011;edulis;0
luv_mat;luv_mat;unsystematic;any;30;0.761589;0.185;hybrid;2
luv_mat;luv_mat;unsystematic;any;20;0;0.974;trossulus;7
luv_mat;luv_mat;unsystematic;any;20.2;0;0.924;trossulus;6
luv_mat;luv_mat;unsystematic;any;33.1;0.75;0.013;edulis;1
luv_mat;luv_mat;unsystematic;any;33.2;0.612903;0.014;edulis;1
luv_mat;luv_mat;unsystematic;any;25.3;0.607143;0.011;edulis;0
luv_mat;luv_mat;unsystematic;any;20.6;0;0.99;trossulus;8
luv_mat;luv_mat;unsystematic;any;26.9;0.806452;0.012;edulis;0
luv_mat;luv_mat;unsystematic;any;22.2;0.720721;0.011;edulis;0
luv_mat;luv_mat;unsystematic;any;23.1;0;0.018;edulis;2
luv_mat;luv_mat;unsystematic;any;20.1;0.903614;0.014;edulis;1
luv_mat;luv_mat;unsystematic;any;20.4;0;0.285;hybrid;2
luv_mat;luv_mat;unsystematic;any;31.2;0.9;0.019;edulis;2
luv_mat;luv_mat;unsystematic;any;25.7;0.610687;0.013;edulis;1
luv_mat;luv_mat;unsystematic;any;24.3;0.5;0.011;edulis;0
luv_mat;luv_mat;unsystematic;any;20.7;0.417582;0.011;edulis;0
luv_mat;luv_mat;unsystematic;any;20.6;0.633333;0.085;hybrid;1
luv_mat;luv_mat;unsystematic;any;31.2;0.882353;0.011;edulis;0
luv_mat;luv_mat;unsystematic;any;14.7;0.461538;0.011;edulis;0
luv_mat;luv_mat;unsystematic;any;20.4;0.815217;0.013;edulis;0
luv_mat;luv_mat;unsystematic;any;22.1;0.77;0.052;edulis;1
luv_mat;luv_mat;unsystematic;any;30.9;0.965517;0.014;edulis;1
luv_mat;luv_mat;unsystematic;any;21.5;0.5;0.013;edulis;1
luv_mat;luv_mat;unsystematic;any;22.8;0.754902;0.012;edulis;0
luv_mat;luv_mat;unsystematic;any;26.3;0.954545;0.011;edulis;0
luv_mat;luv_mat;unsystematic;any;19.6;0.764706;0.014;edulis;1
luv_mat;luv_mat;unsystematic;any;15.3;0;0.975;trossulus;6
luv_mat;luv_mat;unsystematic;any;30.4;0.772059;0.011;edulis;0
luv_mat;luv_mat;unsystematic;any;24.1;0.65;0.159;hybrid;2
niva_sl;niva_sl;unsystematic;any;20.8;0.588235294;0.018;edulis;2
niva_sl;niva_sl;unsystematic;any;10.5;0;0.278;hybrid;3
niva_sl;niva_sl;unsystematic;any;16;0.467741935;0.011;edulis;0
niva_sl;niva_sl;unsystematic;any;21;0;0.99;trossulus;8
niva_sl;niva_sl;unsystematic;any;17.3;0;0.989;trossulus;8
niva_sl;niva_sl;unsystematic;any;27.2;NA;0.915;trossulus;6
niva_sl;niva_sl;unsystematic;any;15.7;0;0.987;trossulus;7
niva_sl;niva_sl;unsystematic;any;10.1;0.375;0.989;trossulus;8
niva_sl;niva_sl;unsystematic;any;14.5;0.357142857;0.971;trossulus;7
niva_sl;niva_sl;unsystematic;any;29.1;0;0.974;trossulus;7
niva_sl;niva_sl;unsystematic;any;20.5;0;0.99;trossulus;8
niva_sl;niva_sl;unsystematic;any;19.8;0.529411765;0.158;hybrid;3
niva_sl;niva_sl;unsystematic;any;22.1;0;0.988;trossulus;8
niva_sl;niva_sl;unsystematic;any;24.4;0.41;0.01;edulis;0
niva_sl;niva_sl;unsystematic;any;20.2;NA;0.011;edulis;0
niva_sl;niva_sl;unsystematic;any;31.4;0;0.011;edulis;0
niva_sl;niva_sl;unsystematic;any;28.6;0.409090909;0.011;edulis;0
niva_sl;niva_sl;unsystematic;any;27.8;0;0.021;edulis;0
niva_sl;niva_sl;unsystematic;any;21.3;NA;0.011;edulis;0
niva_sl;niva_sl;unsystematic;any;27.8;0.401785714;0.011;edulis;0
niva_sl;niva_sl;unsystematic;any;29.8;0.358333333;0.011;edulis;0
niva_sl;niva_sl;unsystematic;any;23.3;0.4;0.013;edulis;1
niva_sl;niva_sl;unsystematic;any;26.5;0.528846154;0.011;edulis;0
niva_sl;niva_sl;unsystematic;any;39.5;0;0.988;trossulus;8
niva_sl;niva_sl;unsystematic;any;NA;NA;0.968;trossulus;6
niva_sl;niva_sl;unsystematic;any;28.9;0.583333333;0.011;edulis;0
niva_sl;niva_sl;unsystematic;any;20.2;0.517241379;0.39;hybrid;3
niva_sl;niva_sl;unsystematic;any;30.6;0;0.044;edulis;1
niva_sl;niva_sl;unsystematic;any;NA;NA;0.989;trossulus;8
niva_sl;niva_sl;unsystematic;any;34.2;0;0.011;edulis;0
niva_sl;niva_sl;unsystematic;any;33.4;0;0.989;trossulus;7
niva_sl;niva_sl;unsystematic;any;34.9;0;0.99;trossulus;8
niva_sl;niva_sl;unsystematic;any;31.5;0;0.99;trossulus;8
niva_sl;niva_sl;unsystematic;any;19.7;0.625;0.379;hybrid;3
niva_sl;niva_sl;unsystematic;any;30.6;0;0.985;trossulus;7
niva_sl;niva_sl;unsystematic;any;20.8;NA;0.989;trossulus;8
niva_sl;niva_sl;unsystematic;any;30.8;0;0.973;trossulus;7
niva_sl;niva_sl;unsystematic;any;NA;NA;0.857;hybrid;6
niva_sl;niva_sl;unsystematic;any;NA;NA;0.011;edulis;0
niva_sl;niva_sl;unsystematic;any;20.7;0;0.907;hybrid;6
niva_sl;niva_sl;unsystematic;any;23.7;0.571428571;0.01;edulis;0
niva_sl;niva_sl;unsystematic;any;24.9;0;0.989;trossulus;8
niva_sl;niva_sl;unsystematic;any;25.6;0.585858586;0.011;edulis;0
niva_sl;niva_sl;unsystematic;any;19;0;0.968;trossulus;6
niva_sl;niva_sl;unsystematic;any;24;NA;0.011;edulis;0
niva_sl;niva_sl;unsystematic;any;31.1;0.414814815;0.012;edulis;0
niva_sl;niva_sl;unsystematic;any;20.4;0;0.99;trossulus;8
niva_sl;niva_sl;unsystematic;any;20.9;0.6625;0.394;hybrid;3
niva_sl;niva_sl;unsystematic;any;32.3;0;0.014;edulis;1
niva_sl;niva_sl;unsystematic;any;37.5;0;0.085;hybrid;1
niva_sl;niva_sl;unsystematic;any;NA;NA;0.01;edulis;0
oenij;oenij;unsystematic;any;40.5;0.576923077;0.621;hybrid;5
oenij;oenij;unsystematic;any;42.1;0;0.99;trossulus;8
oenij;oenij;unsystematic;any;45.9;0;0.99;trossulus;8
oenij;oenij;unsystematic;any;32.2;0;0.969;trossulus;7
oenij;oenij;unsystematic;any;33.8;0.853146853;0.091;hybrid;3
oenij;oenij;unsystematic;any;34.4;0.625;0.011;edulis;0
oenij;oenij;unsystematic;any;38.5;0;0.974;trossulus;7
oenij;oenij;unsystematic;any;35.5;0;0.989;trossulus;8
oenij;oenij;unsystematic;any;40;0;0.989;trossulus;8
oenij;oenij;unsystematic;any;40.4;0.568306011;0.644;hybrid;5
oenij;oenij;unsystematic;any;34.6;0;0.989;trossulus;8
